ESHA Research The Food Processor,Science and engineering software
The Nutrition Company FoodWorks,Science and engineering software
Wind flow modeling software,Science and engineering software
XP Software XPSWMM,Science and engineering software
SAS,Statistical and data analysis software
Tableau,Statistical and data analysis software
Google Analytics,Statistical and data analysis software
Google AdWords,Statistical and data analysis software
The MathWorks MATLAB,Statistical and data analysis software
z-Tree,Statistical and data analysis software
Design of experiments DOE software,Statistical and data analysis software
Logic synthesis software,Statistical and data analysis software
Lyris HQ Web-Analytics Solution,Statistical and data analysis software
A mathematical programming language AMPL,Statistical and data analysis software
Analyse-it,Statistical and data analysis software
Aptech Systems GAUSS,Statistical and data analysis software
Camfit Data Limited Microfit,Statistical and data analysis software
Cytel StatXact,Statistical and data analysis software
DataDescription DataDesk,Statistical and data analysis software
Dataxiom StatMost,Statistical and data analysis software
Desmos,Statistical and data analysis software
Econometric Software LIMDEP,Statistical and data analysis software
Estima Regression Analysis of Time Series RATS,Statistical and data analysis software
General algebraic modeling system GAMS,Statistical and data analysis software
Geogebra,Statistical and data analysis software
Global Insight AREMOS,Statistical and data analysis software
GNU Octave,Statistical and data analysis software
Gnuplot,Statistical and data analysis software
IBM SPSS Amos,Statistical and data analysis software
IBM SPSS Statistics,Statistical and data analysis software
Insightful S-PLUS,Statistical and data analysis software
Maplesoft Maple,Statistical and data analysis software
Multivariate statistical program MVSP software,Statistical and data analysis software
Muthen & Muthen MPlus,Statistical and data analysis software
NCSS,Statistical and data analysis software
NCSS Power Analysis and Sample Size PASS,Statistical and data analysis software
Nedstat Sitestat,Statistical and data analysis software
Online advertising reporting software,Statistical and data analysis software
Palisade StatTools,Statistical and data analysis software
Polymath Software POLYMATH,Statistical and data analysis software
Provalis Research Simstat,Statistical and data analysis software
Quantitative Micro Software EViews,Statistical and data analysis software
Relex Weibull,Statistical and data analysis software
ReliaSoft Weibull++ 6,Statistical and data analysis software
RTI International SUDAAN,Statistical and data analysis software
SAS JMP,Statistical and data analysis software
SAS software,Statistical and data analysis software
StataCorp Stata,Statistical and data analysis software
Stat-Ease Design-Expert,Statistical and data analysis software
Statgraphics,Statistical and data analysis software
STATISTICA,Statistical and data analysis software
Statistical analysis software,Statistical and data analysis software
Statistical processing software,Statistical and data analysis software
Statistical software,Statistical and data analysis software
Stochastic modeling software,Statistical and data analysis software
Systat Software SigmaStat,Statistical and data analysis software
Tibco S-PLUS,Statistical and data analysis software
Pilot Navigator Software Load Balance,Statistical and data analysis software
UNISTAT Statistical Package,Statistical and data analysis software
WebTrends Analytics,Statistical and data analysis software
WinBUGS,Statistical and data analysis software
Wolfram Research Mathematica,Statistical and data analysis software
3M Encoder,Patient management systems and electronic health records
MEDITECH HCIS,Patient management systems and electronic health records
Epic Systems,Patient management systems and electronic health records
Electronic Medical Record (EMR) software,Patient management systems and electronic health records
Practice Management Software PMS,Patient management systems and electronic health records
Computerised Physician Order Entry (CPOE) software,Patient management systems and electronic health records
Google Classroom,E-learning software
Adobe Captivate,E-learning software
LinkedIn Learning,E-learning software
Blackboard Learn,E-learning software
Moodle,E-learning software
Moodle,Student and learning management systems
Blackboard,Student and learning management systems
Learning Management System LMS,Student and learning management systems
Desire2Learn,Student and learning management systems
Beeline Learning Management System LMS,Student and learning management systems
MYOB Business Essentials,Accounting and financial management systems
Intuit QuickBooks,Accounting and financial management systems
Xero,Accounting and financial management systems
Intuit Quicken,Accounting and financial management systems
Oracle JD Edwards EnterpriseOne,Accounting and financial management systems
Oracle E-Business Suite Financials,Financial analysis software
CaseWare International IDEA,Financial analysis software
Delphi Discovery,Financial analysis software
Intuit Quicken,Financial analysis software
Oracle Hyperion Planning,Financial analysis software
Financial brokerage software,Financial and commodities services software
Insurance brokerage software,Financial and commodities services software
Commodity trading and risk management software,Financial and commodities services software
Loan application processing software,Financial and commodities services software
Financial market research and data analytics software,Financial and commodities services software
Radio frequency-based navigation and guidance systems,"Air, space, or watercraft guidance systems"
Satellite-based navigation and guidance systems,"Air, space, or watercraft guidance systems"
Aerial imagery mapping-grade GPS,"Air, space, or watercraft guidance systems"
Differential GPS surveillance systems,"Air, space, or watercraft guidance systems"
GPS surveillance systems,"Air, space, or watercraft guidance systems"
Automated Container handling,Automated vehicle guidance systems
Automated guided towing vehicles,Automated vehicle guidance systems
Automated mining vehicles,Automated vehicle guidance systems
Autonomous haulage trains,Automated vehicle guidance systems
Martens Farms Farm Site Mate,Automated vehicle guidance systems
Ultra high frequency UHF radio communication systems,Aviation and marine communication systems
Ultra high frequency UHF radiotelephone systems,Aviation and marine communication systems
Global Positioning System GPS devices,GPS and navigation technologies
Geodetic ground GPS receivers,GPS and navigation technologies
Handheld GPS receiver,GPS and navigation technologies
Delivery Routing System DRS,GPS and navigation technologies
MaxSea Time Zero Navigator NOAA,GPS and navigation technologies
Coordinate geometry COGO software,Land surveying technologies
MicroSurvey FieldGenius,Land surveying technologies
QuickCogo,Land surveying technologies
Ground penetrating RADAR,Land surveying technologies
Trimble Geomatics Office,Land surveying technologies
ESRI ArcGIS Pro,Mapping software
Bentley Systems InRoads Suite,Mapping software
ScribbleMaps,Mapping software
Mapbox,Mapping software
Espatial,Mapping software
Microsoft Publisher,Desktop publishing software
Adobe InDesign,Desktop publishing software
QuarkXPress,Desktop publishing software
Pagination,Desktop publishing software
Adobe Creative Cloud Express,Desktop publishing software
Microsoft Visio,Flow chart and diagram software
SmartDraw,Flow chart and diagram software
Lucidchart,Flow chart and diagram software
Zen Flowchart,Flow chart and diagram software
Cacoo,Flow chart and diagram software
Adobe Photoshop,Graphics or photo imaging software
CorelDRAW,Graphics or photo imaging software
Adobe Illustrator,Graphics or photo imaging software
GNU Image Manipulation Programme (GIMP),Graphics or photo imaging software
Corel Paint Shop Pro,Graphics or photo imaging software
Optical Character Recognition (OCR) software,Optical character reader (OCR) or scanning software
ESRI ArcGIS software,Geographic information systems (GIS)
Geographic Information Systems (GIS),Geographic information systems (GIS)
ESRI ArcView,Geographic information systems (GIS)
ESRI ArcGIS Geostatistical Analyst,Geographic information systems (GIS)
ESRI ArcGIS Spatial Analyst,Geographic information systems (GIS)
ESRI What if?,Geographic information systems (GIS)
SST Development Group SSToolbox,Geographic information systems (GIS)
VAY AI,Motion Analysis Software
Beast Sensor,Motion Analysis Software
Sports Biometric Measuring Devices,Motion Analysis Software
HumanTrak,Motion Analysis Software
Chetu Motion Analysis,Motion Analysis Software
eSports Motion Tracking,Motion Analysis Software
SketchUp,Technical design and modelling software (2D and 3D)
Bentley MicroStation,Technical design and modelling software (2D and 3D)
AutoCAD,Technical design and modelling software (2D and 3D)
Dassault Systemes SolidWorks,Technical design and modelling software (2D and 3D)
Civil 3D,Technical design and modelling software (2D and 3D)
Oculus,Virtual reality technologies
Samsung Gear VR,Virtual reality technologies
LG 360 BR,Virtual reality technologies
Valve Index,Virtual reality technologies
Homido,Virtual reality technologies
Computer aided image manufacturing software,Computer aided manufacturing (CAM) technologies
3D Printing / Additive Manufacturing (AM),Computer aided manufacturing (CAM) technologies
PCB Machine,Computer aided manufacturing (CAM) technologies
Computerised Numerical Control (CNC) machining centres,Industrial control and automation software
Electronic Train Management Systems ETMS,Industrial control and automation software
Programmable Logic Controllers PLC,Industrial control and automation software
Human Machine Interface HMI software,Industrial control and automation software
Distributed Control System DCS,Industrial control and automation software
Microsoft Office SharePoint Server,Application server software
Microsoft SQL Server,Application server software
Red Hat WildFly,Application server software
Apache Webserver,Application server software
Spring Boot,Application server software
AWS,Cloud computing infrastructure services
Azure,Cloud computing infrastructure services
Google Compute Engine,Cloud computing infrastructure services
Heroku,Cloud computing infrastructure services
DigitalOcean,Cloud computing infrastructure services
HP Server Automation,Configuration management software
Puppet,Configuration management software
IBM Rational ClearCase,Configuration management software
Kubernetes,Configuration management software
Ansible,Configuration management software
Oracle Big Data,Data management systems
Riversand,Data management systems
Google BigQuery,Data management systems
Hadoop,Data management systems
TIBCO,Data management systems
Circle Systems Stat/Transfer,Data management systems
Safe Software FME,Data management systems
Hadoop,Data processing platforms
Mainframe,Data processing platforms
Grid Computing,Data processing platforms
Mozart Data,Data processing platforms
Oracle Big Data,Data processing platforms
IBM Db2 Warehouse,Data warehousing services
Oracle Big Data,Data warehousing services
SAP Data Warehouse Cloud,Data warehousing services
Hadoop,Data warehousing services
Oracle Autonomous Data Warehouse,Data warehousing services
Microsoft Systems Management Server,Enterprise system management software
Cloud storage solutions,File storage technologies
Storage Area Networks (SAN),File storage technologies
Network Attached Storage (NAS),File storage technologies
DropBox,File storage technologies
Google Drive,File storage technologies
Local Area Network (LAN) switches,IT network and backbone infrastructure
Wide Area Network (WAN) switches,IT network and backbone infrastructure
Managed switches,IT network and backbone infrastructure
Routers,IT network and backbone infrastructure
Unmanaged switches,IT network and backbone infrastructure
Wireless Access Points,IT network and backbone infrastructure
Wireless controllers,IT network and backbone infrastructure
Hyperconvergence technologies,IT network and backbone infrastructure
Fibre-optic transceiver  modules,IT network and backbone infrastructure
Fibre-optic transceiver  modules,IT network and backbone infrastructure
Wireshark,Network monitoring software
Nagios,Network monitoring software
Novell NetWare Management Station,Network monitoring software
IBM QRadar SIEM,Network monitoring software
Splunk SIEM,Network monitoring software
Application Virtualisation,Virtualised IT environments and terminal services
Desktop Virtualisation,Virtualised IT environments and terminal services
Server virtualisation,Virtualised IT environments and terminal services
Virtual Machines,Virtualised IT environments and terminal services
VMware Server,Virtualised IT environments and terminal services
Forensic Toolkit,IT forensics software
Imperva Attack Analytics,IT forensics software
ProDiscover Forensic,IT forensics software
Autopsy,IT forensics software
Sleuth Kit,IT forensics software
Virtual Private Networking (VPN) software,Network security and virtual private network VPN software
Palo Alto Networks Next-Generation Security Platform,Network security and virtual private network VPN software
Symantec,Network security and virtual private network VPN software
Virtual Local Area Network (VLAN) management software,Network security and virtual private network VPN software
IBM Security Network Intrusion Prevention System,Network security and virtual private network VPN software
Citrix,Remote access and authentication services
Tivoli,Remote access and authentication services
Oracle Security Access Manager,Remote access and authentication services
CA Single Sign-On (SiteMinder),Remote access and authentication services
Oracle Identity Manager,Remote access and authentication services
PostgreSQL,Database management software
Teradata Database,Database management software
NoSQL,Database management software
MySQL,Database management software
Oracle Database Administration (DBA),Database management software
IBM WebSphere,Enterprise application integration software
Atlassian Bamboo,Enterprise application integration software
IBM InfoSphere DataStage,Enterprise application integration software
Oracle SOA Suite,Enterprise application integration software
Middleware,Enterprise application integration software
AlgoLab Raster to Vector Conversion Toolkit,File format conversion utilities
Portable document file creation software,File format conversion utilities
Video file conversion software,File format conversion utilities
BOSS Didger,File format conversion utilities
GTX RastorCAD,File format conversion utilities
Selenium,Application and load testing software
Hewlett Packard LoadRunner,Application and load testing software
JUnit,Application and load testing software
Debugging software,Application and load testing software
Bugzilla,Application and load testing software
Embedded systems testing software,Application and load testing software
Fault tree analysis FTA software,Application and load testing software
Simultaneous location and mapping SLAM,Application and load testing software
Jira,Computer-aided software engineering tools
Pega,Computer-aided software engineering tools
ServiceNow,Computer-aided software engineering tools
Appian,Computer-aided software engineering tools
Kissflow,Computer-aided software engineering tools
C++,Software development and programming languages
Microsoft Visual Basic,Software development and programming languages
Python,Software development and programming languages
C#,Software development and programming languages
R,Software development and programming languages
Git,Document management and code versioning software
Apache Subversion SVN,Document management and code versioning software
EMC Documentum,Document management and code versioning software
FileNet P8,Document management and code versioning software
HP TRIM,Document management and code versioning software
SirsiDynix Symphony,Library management systems
Horizon,Library management systems
Spydus,Library management systems
PCSchool,Library management systems
BiblioTECH,Library management systems
Portable barcode scanners,Barcode reading technologies
Barcode sorters,Barcode reading technologies
Barcode scanning/prescription tracking systems,Barcode reading technologies
Automatic airline assignment systems,Barcode reading technologies
Barcode reader software,Barcode reading technologies
Despatch management system,Despatch and vehicle booking systems
Fleet management software,Despatch and vehicle booking systems
Inventory tracking software,Inventory management software
Automated Package Processing System APPS,Inventory management software
NetSuite ERP,Inventory management software
Datapel WMS,Inventory management software
Retail Express,Inventory management software
"IPro Restaurant Inventory, Recipe & Menu Software",Inventory management software
Oracle Flow Manufacturing,Procurement and supply chain management systems
SSA Global Supply Chain Management,Procurement and supply chain management systems
Netwise supply chain,Procurement and supply chain management systems
Materials Requirement Planning (MRP) software,Procurement and supply chain management systems
NetSuite ERP,Procurement and supply chain management systems
Virtual reality computed tomography CT imaging software,Diagnostic and medical imaging software
Computer aided image analysis software,Diagnostic and medical imaging software
Dental imaging software,Diagnostic and medical imaging software
Medical imaging software,Diagnostic and medical imaging software
Microscopic image capturing software,Diagnostic and medical imaging software
Medical Picture Archiving Computer Systems PACS,Medical image archival and storage systems
NovaPACS,Medical image archival and storage systems
ProtonPACS,Medical image archival and storage systems
PathoPlatform,Medical image archival and storage systems
RxPhoto,Medical image archival and storage systems
CAT scanners,Medical imaging apparatus
MRI equipment,Medical imaging apparatus
Portable X-ray machines,Medical imaging apparatus
Positron Emission Tomography (PET) equipment,Medical imaging apparatus
MRI microscopes,Medical imaging apparatus
Audio calibration software,Music or sound editing software
ADP Enterprise HRMS,Human resources software
BrightMove Applicant Tracking System,Human resources software
Bullhorn Applicant Tracking System,Human resources software
Time and Attendance Collection System TACS,Human resources software
SAP HR,Human resources software
ADP PC/Payroll,Payroll and time accounting software
Kronos Workforce Timekeeper,Payroll and time accounting software
Electronic Time Clock ETC,Payroll and time accounting software
Time and Attendance Collection System TACS,Payroll and time accounting software
Breathe HR,Payroll and time accounting software
Synergy Group,Payroll and time accounting software
Miridia Technology AcuGraph,Alternative and complementary therapy equipment
ZYTO LSA PRO,Alternative and complementary therapy equipment
Meridian Testing Devices,Alternative and complementary therapy equipment
Vega Testing Machine,Alternative and complementary therapy equipment
Electrodermal Scanners,Alternative and complementary therapy equipment
Bio-Impedance Analysis (BIA) Machines,Alternative and complementary therapy equipment
Electro-Intersitial Scanners (EIS),Alternative and complementary therapy equipment
Biotron,Alternative and complementary therapy equipment
Bioneutralizer,Alternative and complementary therapy equipment
Electroencephalogram (EEG),Alternative and complementary therapy equipment
Electrocardiogram (ECG) ,Alternative and complementary therapy equipment
Acupressure Machine,Alternative and complementary therapy equipment
Anoscope,Medical endoscopes
Arthroscope,Medical endoscopes
Bronchoscope,Medical endoscopes
Colonoscope,Medical endoscopes
Colposcope,Medical endoscopes
Auditory Brainstem Response (ABR) screening systems,"Medical examination, measurement, and monitoring devices"
Invasive blood pressure monitors,"Medical examination, measurement, and monitoring devices"
Electronic blood pressure monitors,"Medical examination, measurement, and monitoring devices"
Manual blood pressure monitors,"Medical examination, measurement, and monitoring devices"
Bilevel Positive Airway Pressure (BPAP) equipment,Medical treatment devices
Continuous positive airway pressure (CPAP) equipment,Medical treatment devices
Patient controlled analgesia PCA pumps,Medical treatment devices
Image guided intensity modulated radiation therapy (IMRT) equipment,Radiation therapy equipment
Computed Tomography (CT) radiation therapy planning simulators,Radiation therapy equipment
Medical linear accelerator intensity modulated radiation therapy IMRT three dimensional units,Radiation therapy equipment
Medical linear accelerator intensity modulated radiation therapy IMRT two dimensional units,Radiation therapy equipment
Radiation therapy beam directing wedges,Radiation therapy equipment
TIBCO Business Studio,Business process management and automation systems
IBM Business Automation Workflow,Business process management and automation systems
BP Logix Process Director,Business process management and automation systems
Pega Workforce Intelligence,Business process management and automation systems
Ultimus Digital Process Automation Suite,Business process management and automation systems
Atlassian JIRA,Content workflow software
ServiceNow,Content workflow software
Monday.com,Content workflow software
Asana,Content workflow software
ClickUp,Content workflow software
HP Service Manager,Help desk and incident management software
JIRA Service Management,Help desk and incident management software
ServiceNow,Help desk and incident management software
Zendesk,Help desk and incident management software
Zoho Desk,Help desk and incident management software
Microsoft SharePoint,Project management software
Atlassian JIRA,Project management software
Microsoft Project,Project management software
Confluence,Project management software
Oracle Primavera Enterprise Project Portfolio Management,Project management software
Buildxact,Project management software
Constructor,Project management software
Databuild,Project management software
Procore,Project management software
Sitemate,Project management software
Oracle Crystal Ball,Quantitative schedule and risk analysis software
Palisades Risk,Quantitative schedule and risk analysis software
Safran,Quantitative schedule and risk analysis software
RIB CostX,Quotation and cost modelling software
Buildsoft,Quotation and cost modelling software
Planswift,Quotation and cost modelling software
Construction Management Software ProEst,Quotation and cost modelling software
WinEstimator WinEst,Quotation and cost modelling software
ProEst,Quotation and cost modelling software
RapidBid,Quotation and cost modelling software
a la mode WinTOTAL,Quotation and cost modelling software
Wilson's Computer Applications RealEasy Appraisals,Quotation and cost modelling software
MTI Systems Costimator JS,Quotation and cost modelling software
Resources Calculations Incorporated SoftCost,Quotation and cost modelling software
Material safety data sheet MSDS software,Regulatory compliance software
SOX COBIT,Regulatory compliance software
WHS Systems,Regulatory compliance software
Riskware,Regulatory compliance software
WHS Monitor,Regulatory compliance software
Palisade Evolver,Regulatory compliance software
Hazard reduction software,Regulatory compliance software
Bowtie,Regulatory compliance software
Computerised Maintenance Management System software CMMS,Facilities management software
SPM Assets,Facilities management software
MaintainX,Facilities management software
PEAK,Facilities management software
MEX Maintenance,Facilities management software
Reliability centered maintenance RCM software,Facilities management software
Oracle Hospitality,Hotel and property management systems
Hotelogix,Hotel and property management systems
eZee Technosys,Hotel and property management systems
MSI Cloud,Hotel and property management systems
Opera PMS,Hotel and property management systems
Radio Frequency Identification Device RFID scanners,Radio frequency transmitters or receivers
Radio frequency RF Transmitters,Radio frequency transmitters or receivers
Ultra high frequency UHF radio communication systems,Radio frequency transmitters or receivers
Airline reservation system,Bookings and reservations software
Amadeus,Bookings and reservations software
Sabre,Bookings and reservations software
Abacus,Bookings and reservations software
Travelport,Bookings and reservations software
Credit card processing machines,Point of sale (POS) and EFTPOS systems
Mobile EFTPOS printers,Point of sale (POS) and EFTPOS systems
NCR Advanced Store,Point of sale (POS) and EFTPOS systems
Tyro,Point of sale (POS) and EFTPOS systems
Square,Point of sale (POS) and EFTPOS systems
Asana,Sales and marketing software
MailChimp,Sales and marketing software
SEO Copywriting,Sales and marketing software
Monday.com,Sales and marketing software
Marketo,Sales and marketing software
Skulpt Scanner,Body composition and analysis technologies
InBody,Body composition and analysis technologies
Dexa scans,Body composition and analysis technologies
Fit 3D proScanner,Body composition and analysis technologies
Electrical impedance myography (EIM),Body composition and analysis technologies
Dual-energy X-Ray absorptiometry (DEXA),Body composition and analysis technologies
Treadmills,Gymnasium and rehabilitation equipment
Smart Skipping Rope,Gymnasium and rehabilitation equipment
Elliptical Machine/Cross Trainer,Gymnasium and rehabilitation equipment
Stationary Bike/Cycling Machine,Gymnasium and rehabilitation equipment
Rowing Machine,Gymnasium and rehabilitation equipment
Uptivo Belt,Wearable devices
Garmin,Wearable devices
Catapult Playr,Wearable devices
LionHeart,Wearable devices
Xmetrics Pro Swim Tracker,Wearable devices
Uptivo Lightband,Wearable devices
Polar,Wearable devices
Catapult One,Wearable devices
Apple Watch,Wearable devices
Fitbit,Wearable devices
Hykso,Wearable devices
Radio frequency RF wattmeters,Electrical and electronic systems measurement instruments
Oscilloscope,Electrical and electronic systems measurement instruments
Multimeter,Electrical and electronic systems measurement instruments
Wattmeters,Electrical and electronic systems measurement instruments
Asynchronous transfer mode ATM analysers,Electrical and electronic systems measurement instruments
USB inspection camera,Industrial endoscopes
Flexible endoscope,Industrial endoscopes
Semi-rigid endoscope,Industrial endoscopes
Rigid endoscope,Industrial endoscopes
Autoclaves,Scientific and medical instrument sterilisers
Dry-Heat sterilisers,Scientific and medical instrument sterilisers
Glass Bead sterilisers,Scientific and medical instrument sterilisers
